review_text,review_rating,author_id,author_name,author_photo,author_app_version,review_timestamp,review_datetime_utc,review_likes,app_developer_reply,app_developer_reply_timestamp,app_developer_reply_datetime_utc
The game is awsome but the way we have to put our email 📧 and stuff is not that good at all so if you can please make it better.,3,112565989785904543461,Christian Flynn,https://play-lh.googleusercontent.com/a-/ACNPEu9Uwt52PaS_3w8PZ5720lNl7IRF3IsBtFJoD-9V,1.7.0,1663627283,2022-09-19T22:41:23.000Z,1,"Thanks for your feedback! We deeply respect your advice, and we will try to combine your feedback with our R&D, in order to provide better products.",1663628684.0,2022-09-19T23:04:44.000Z
"Game is pretty cool, just please add an option to remove the buzzing/vibration when playing the minigames 🥲🥲",5,100910742001629099438,Kayleigh Ordoñez,https://play-lh.googleusercontent.com/a-/ACNPEu-PvGrTyXjV6zkON7udhgN3TTtXhAOeEL_1LhmW,1.7.0,1663651263,2022-09-20T05:21:03.000Z,0,,,
It's nothing like what the small videos would show us on compeer to the game just a dissapointment.,1,108858782474924216276,Mayte Zendejas,https://play-lh.googleusercontent.com/a/ALm5wu3_XQxJCYVKUFSmgbr6qwrGb884RRFXqRqytU1t=mo,1.7.0,1663598447,2022-09-19T14:40:47.000Z,1,,,
"I installed the game and didn't even get the chance to play it. It wouldn't let me ""login"" so I'm uninstalling 😐",1,108329301228540384971,Winter Johnson,https://play-lh.googleusercontent.com/a-/ACNPEu9BTtmEUQXfVP3vt9yx6ELyFyW3zfeK3yuF9RRK8Q,1.6.0,1663633439,2022-09-20T00:23:59.000Z,0,,,
Just kept asking me to sign in and when i entered code sent via email it asked me to do it again. Never got to play,1,108598826764380766911,Katie Reinbold,https://play-lh.googleusercontent.com/a/ALm5wu0sSD8YvAVI0EqROcBVFZ_AIIdAWF4kzIZIJ-jh=mo,1.6.0,1663537492,2022-09-18T21:44:52.000Z,3,,,
The Clothing and everything is really really awful I wouldn't even dress in it,1,112476811691055145421,Doggy 101,https://play-lh.googleusercontent.com/a-/ACNPEu97yjWXP9fij8p5Nh77I2I7zd6p25I3I_RltKhwOQ,1.6.0,1663628033,2022-09-19T22:53:53.000Z,0,"Hi, we are sorry that you did not enjoy the app as much. We will try to resolve the issue as soon as possible.",1663628668.0,2022-09-19T23:04:28.000Z
I do not like the game it just shows a picture do not recommend!,1,101615150778387356814,Elisa Miller,https://play-lh.googleusercontent.com/a/ALm5wu0ofRON9AzVtOlmCgPrMbceCY4mmTKdeZw5GFa7=mo,1.6.0,1662908995,2022-09-11T15:09:55.000Z,13,"I regret that you did not like the app, but thanks for the feedback.",1662948398.0,2022-09-12T02:06:38.000Z
the game is nothing like the ads you don't dress up or anything only put sand in bottles TRASH,1,115078908691062650353,Makena addo,https://play-lh.googleusercontent.com/a/ALm5wu3SHORKwb7rDaUdU0eSH998iJCG7FH8CcCLk3ES=mo,1.6.0,1663671739,2022-09-20T11:02:19.000Z,0,,,
I love this but I also hate When There's to much ads but that's why I did 4 good game,4,105238578390098621316,Angela Hulings,https://play-lh.googleusercontent.com/a/ALm5wu2DBdRaJhFt5cXkNrDGGWwARbNQq-a90hS4vrBw=mo,1.6.0,1662900903,2022-09-11T12:55:03.000Z,9,Thank you very much for your review concerning our game. We are always collecting user feedback and emails that we can apply with updates.,1662948415.0,2022-09-12T02:06:55.000Z
The coin stuff and and having to login with something sucks I hate this app so much,1,117322838988933700515,Cammie Hayes,https://play-lh.googleusercontent.com/a/ALm5wu3-tTh_izWeR0PWG8IWrtzQddxvGLxss-knSgRf=mo,1.7.0,1663638940,2022-09-20T01:55:40.000Z,0,,,
love the graphics & not to hard to play 😀,5,117455012445908631033,BayBay Vapester,https://play-lh.googleusercontent.com/a-/ACNPEu_wE2LRBe1aEyt9ea9MkPqU13Pi2NbH1Y2Mok_fHg,1.6.0,1663650460,2022-09-20T05:07:40.000Z,0,,,
NOTHING compared to the ad it's horrible,1,117875947892208764695,gacha ivy,https://play-lh.googleusercontent.com/a-/ACNPEu9Zm7GgHswAypn6m-UQ615pyRZzQalod_Uf0hCA,1.7.0,1663621028,2022-09-19T20:57:08.000Z,0,"I regret that you did not like the app, but thanks for the feedback.",1663628738.0,2022-09-19T23:05:38.000Z
Fun and a great time for 679-5509 to be taking the kids phone and computer 🖥 😀,5,105385261550046518444,Alexandra Johnson,https://play-lh.googleusercontent.com/a/ALm5wu1qC-u2wCs6I_5prrAER0fPLGaow8oegJrpw2ab=mo,1.7.0,1663640879,2022-09-20T02:27:59.000Z,0,,,
So far it's a good game. I'll have to play it a little bit more to see how it goes.,5,116568523790623217789,Maola DanielsMcCroey,https://play-lh.googleusercontent.com/a-/ACNPEu8o_ncT3icng8Enar0bpOUDff8jDzbEvFXyCDby1g,1.6.0,1663584437,2022-09-19T10:47:17.000Z,1,,,
Free options are terrible,1,116462937561629262976,Abigail Miller,https://play-lh.googleusercontent.com/a-/ACNPEu_Gd9WzUSS2qci6IRRFx35hkQmrqiwV9eKjiB-c,1.6.0,1663547829,2022-09-19T00:37:09.000Z,1,,,
"The token system doesn't work, I played several levels and watched adds and could even buy the first hairstyle because the tokens didn't show. Uninstalled immediately.",1,116964732179645147610,Giraffe Lord,https://play-lh.googleusercontent.com/a-/ACNPEu_MoQCYee_iY34mhq-_m1QVsTRsiHJBDJ_hqL5GoA,,1662926809,2022-09-11T20:06:49.000Z,7,"Hi, we have already fixed this bug. Thanks for your comment.",1662948389.0,2022-09-12T02:06:29.000Z
"Tokens are never awarded, no matter the amount of levels I play or ads I watched. And it always says Network Error or that my IP address is not stable when it is perfectly fine. This game is stupid.",1,102222801787569959076,Blazin Blue,https://play-lh.googleusercontent.com/a-/ACNPEu_ihCoY52ot6Z0COUPTcFmMhLM1iS9AtQ7V7NV9Qw,,1663096185,2022-09-13T19:09:45.000Z,6,"Dear User,
We apologize for this experience. We would need to speak with you to better understand the problem you encountered. Please contact us at nonogram@minijoy.work so we can help resolve this issue. Thank you.",1663120190.0,2022-09-14T01:49:50.000Z
"I like the game and all, but the little coin thing everytime I would try to but a item it would tell me I needed to get more when I have over the amount",1,108782529831432189223,Braleigh Haygood,https://play-lh.googleusercontent.com/a/ALm5wu0B3VNTN9gJFC-fwYie5p-26RBBgHCtn1Dxly8P=mo,,1663605886,2022-09-19T16:44:46.000Z,1,,,
Pictures of five because I love the game it's so stylish it's nice it's cool cool and fun and I'm not Michelle Jones I'm her daughter okay so she's not the one downloading all these games I am cuz I like the games and they're my favorite so bye and if you put five stars thank you because this game is awesome,5,111509232726600273487,Michelle Jones,https://play-lh.googleusercontent.com/a/ALm5wu0_HUJnzB3QQ4WYZEcmkjazq_dLSRzvThWa1_1u=mo,,1663587652,2022-09-19T11:40:52.000Z,1,,,
this is the amazing game of my whole entire life,5,109136519126361531632,Stacey Didy,https://play-lh.googleusercontent.com/a-/ACNPEu_FQFZDNJ2NAOtHC-umphj46PVPcgyEzzSf2XOr,1.6.0,1663622429,2022-09-19T21:20:29.000Z,0,Thanks so much for the awesome review. Please tell your friends about the game and what they are missing out on :),1663628701.0,2022-09-19T23:05:01.000Z
This game is the best game ever everyone should play this game,5,116887037703536015952,marc hann,https://play-lh.googleusercontent.com/a/ALm5wu2zLx2CNtCDby-DvQPeWy5R01UVzWZkfNTIKX7Z=mo,1.6.0,1663640733,2022-09-20T02:25:33.000Z,0,,,
this game fun to play,5,110792656983539530734,Mary Winze,https://play-lh.googleusercontent.com/a-/ACNPEu8XpJUKmPzBLR2InhynW1f10kdyziZ6_VkPejWLAQ,1.7.0,1663606316,2022-09-19T16:51:56.000Z,0,,,
I'm an untrusting person and it asks to put in my email to play,1,114588891067168441257,Glenda Urbina,https://play-lh.googleusercontent.com/a/ALm5wu2m0EBdyOYdM23Ko6Xt5b59QfVu5Oh6mhgbJlKd=mo,1.6.0,1663546614,2022-09-19T00:16:54.000Z,7,,,
this game is fun to play,5,112607814671538704414,alivia wilson,https://play-lh.googleusercontent.com/a-/ACNPEu_DJZ70Q2WvMh1ahxCCJh8ZtT8g2lSig1xz3P8g,1.6.0,1663087903,2022-09-13T16:51:43.000Z,11,"Thank you for your feedback! Feel free to let us know what you'd like to see in the game!
",1663120157.0,2022-09-14T01:49:17.000Z
I like it alot but the coin whatever the game calls it coin machine it wates some of your gaming time trying to do stuff on it it's like broken or something,4,113702524041252243413,Allen,https://play-lh.googleusercontent.com/a-/ACNPEu830MBp4EYQC4OTPVpRl-1QaYJu0UuPefeEw_5u,,1663653246,2022-09-20T05:54:06.000Z,0,,,
This game is trash,1,117612563761818802141,I'esha,https://play-lh.googleusercontent.com/a-/ACNPEu9pk0Be70zUlHYGRMcmQGOWBJL2opuNt-4xh_uoWQ,1.6.0,1663660456,2022-09-20T07:54:16.000Z,0,,,
the best app to use,5,101477865619097405182,Jeremy Minchew,https://play-lh.googleusercontent.com/a-/ACNPEu8YybSBYG_khVz-U5h4VzVgFoxmbOt9aR1l0l9_e7Q,1.6.0,1662979613,2022-09-12T10:46:53.000Z,2,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at nonogram@minijoy.work!
Have a wonderful day!",1662982604.0,2022-09-12T11:36:44.000Z
Won't even load or open anything. Can't even play it to rate it properly. 👎,1,102511865486640959402,Heather Best,https://play-lh.googleusercontent.com/a-/ACNPEu-G-Qty3zMIguHxtB2AmNyJYmhyR1O4UBD6KYPSFs0,,1663618258,2022-09-19T20:10:58.000Z,0,"Hi, some problems are caused by a lack of memory. These can be fixed by restarting the device. Also you can try to clear the cache for the app. If that doesn’t help, you can always contact us at nonogram@minijoy.work.",1663628716.0,2022-09-19T23:05:16.000Z
I confirmed it twice with 2 different ways and I still can't get in. Uninstalling.,1,103389035057623637805,Julie Hodes,https://play-lh.googleusercontent.com/a/ALm5wu2zU_68jWsrIG-5gPPpIvYA0xm23TvFWlPPtF-J=mo,,1663642416,2022-09-20T02:53:36.000Z,0,,,
Doesn't matter what you earn you cant spend it on anything,1,101382323872833781607,Kim Beach,https://play-lh.googleusercontent.com/a/ALm5wu3uQ9MYW9nY_1_GgNgAUJWM95iGcG8ZRFRbQQAf=mo,1.6.0,1663639140,2022-09-20T01:59:00.000Z,0,,,
The lag??? I played it for a second and immediately said nope.,1,118079149144752747496,Toast,https://play-lh.googleusercontent.com/a-/ACNPEu8RprS6gl1Bski37lN97o_B2x6xglyemymEGVYSUw,,1663623504,2022-09-19T21:38:24.000Z,0,fixed,1663628707.0,2022-09-19T23:05:07.000Z
WORST GAME EVER!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,109207372462398665181,Fiona,https://play-lh.googleusercontent.com/a/ALm5wu0fw5BxjUuM-N590_3-SS8KmJSWIC7z-Jcw9Gnc=mo,1.7.0,1663595016,2022-09-19T13:43:36.000Z,1,,,
I'm having fun ☺️😊🥰😍.,5,117749441096088427186,Ernestina Carter,https://play-lh.googleusercontent.com/a-/ACNPEu94CbfmJKJjVffBG_ifeJqTGFQgWLALG6BZeSfRAg,1.6.0,1663643981,2022-09-20T03:19:41.000Z,0,,,
Can't get past the adds horrible waste of time,1,109840477633772776883,Samantha,https://play-lh.googleusercontent.com/a-/ACNPEu8DZZLj9NE8ags26yvYb41Copw0ujnE72jcqPu5kQ,,1663589348,2022-09-19T12:09:08.000Z,1,,,
lol love it,5,109416194708803157021,Alayzia Wlikinson,https://play-lh.googleusercontent.com/a/ALm5wu1Q7ovOyiJ2wiTKpzlM78Cvm8b_8KpKf-ZhlB3G=mo,1.7.0,1663613824,2022-09-19T18:57:04.000Z,0,,,
This whole game is just a front for a money laundering scheme. Someone needs to report this,1,110828881448332196699,Javonne Jimenez,https://play-lh.googleusercontent.com/a-/ACNPEu_KXuPybg03WvATuYH-p2a4dmiGwrxHH-p_d5J9ww,,1663657816,2022-09-20T07:10:16.000Z,1,,,
Itt does not work,1,105918586538754070295,Monica Perez,https://play-lh.googleusercontent.com/a/ALm5wu0Q_QhOjKfSJwuZhe-4qPrQGiJGjvn4hdRhh5T5=mo,,1663610843,2022-09-19T18:07:23.000Z,2,,,
This is the stupidest game ever!!!!!,1,115981940359023662647,Mz.8a,https://play-lh.googleusercontent.com/a-/ACNPEu_DlzvmpFIppxu0Q3o-5J1_IP5IAlSfnDkiwdpPKw,,1663635633,2022-09-20T01:00:33.000Z,0,,,
It is the worst game I gave Ever played,1,102561040513461313101,dwaa abdelgyoum,https://play-lh.googleusercontent.com/a/ALm5wu0dLHo9yp-vAkrZdehibNlTFRA9lpmdDjurZwNx=mo,,1663596009,2022-09-19T14:00:09.000Z,1,,,
It's not letting me get on so I decided to delete it.,1,100805424197311390626,Kaydence Young,https://play-lh.googleusercontent.com/a-/ACNPEu_BF4BdYLDTble98Ll9jv08sv6kYe1G34kH8nQa,,1663639494,2022-09-20T02:04:54.000Z,1,,,
Fix the game download now,1,102141162816747891654,Chontay Zanders,https://play-lh.googleusercontent.com/a/ALm5wu37eZbWj1vyFFuq9bvTvgIoQOOvLhTUPkgLkUG2=mo,,1663574998,2022-09-19T08:09:58.000Z,0,,,
Game mines crypto on your phone,1,108329427600914668287,Hauthicus (Hauthicus),https://play-lh.googleusercontent.com/a/ALm5wu0sraldQKH_1_PUphWVJ237rS810PHj4P5UTa5T=mo,,1662838100,2022-09-10T19:28:20.000Z,10,"Hi, this is free. You get free crypto by playing our game.",1662948460.0,2022-09-12T02:07:40.000Z
OWNER OF WOMAN APP GREAT.,5,107625495550720184372,LORI MARTIN,https://play-lh.googleusercontent.com/a/ALm5wu0rfu8Eb1HLvKzIIs-MnwVBzOdwXIqGubxFUoY0=mo,,1663627870,2022-09-19T22:51:10.000Z,0,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at nonogram@minijoy.work!
Have a wonderful day!",1663628673.0,2022-09-19T23:04:33.000Z
"Barely started the game and I'm constantly getting pop ups showing that I need to pay for an item worth actual money even though I have well over enough coins or whatever for it! Would not recommend playing this game, I am absolutely disappointed.",1,117916948997812387861,Kathryn Myers,https://play-lh.googleusercontent.com/a/ALm5wu24GnG3N9tJvMuwKNvZ9HXwD9iGnqkJUO5nNcmT=mo,1.7.0,1663733558,2022-09-21T04:12:38.000Z,0,,,
"just started game, bored so far. I'll will give it a chance",3,104689945591491891821,Sarah Elinburg,https://play-lh.googleusercontent.com/a/ALm5wu055ksP9GnFw7jl1uhwnBjNET-EugwxEm1HyEz0=mo,1.7.0,1663732548,2022-09-21T03:55:48.000Z,0,,,
"It's a very cute game , but hate how it keeps trying to make me buy more stuff with real money so sadly that's why i only have it 3 stars and uninstalled the game",3,110188473173128438868,Bobbi _______,https://play-lh.googleusercontent.com/a-/ACNPEu_yHG2agvU4DOvBoWY43nHjmXQQlY334XyE3FzG,1.7.0,1663683060,2022-09-20T14:11:00.000Z,0,,,
Token system doesn't work (you play the game to get tokens for challenge pieces but it won't let you use them all it does is want you to buy tokens) not worth a download. Game has potential but to many bugs,1,108292081710442570338,Mickayla Dale,https://play-lh.googleusercontent.com/a-/ACNPEu-ogAMRdgAPgON60jpU7AFP373UFTWPzfC_PG682w,1.7.0,1663686056,2022-09-20T15:00:56.000Z,0,,,
I usually rate a game really good but the only problem is if I have to put my email in was this review helpful?,1,106295305467958401119,xxunknown_trashxx,https://play-lh.googleusercontent.com/a-/ACNPEu9txJOJ7Kxvrdpx3E3Di9Lb4lhLyBa436UqbMoZ,1.7.0,1663732760,2022-09-21T03:59:20.000Z,0,,,
so far I like the game haven't got that far into it.,4,108218000135127800445,Lilly Wade,https://play-lh.googleusercontent.com/a/ALm5wu1ZcFyNVSE-cnoNEKneHNuJcQS2G5uBKfj6sadd=mo,1.7.0,1663725874,2022-09-21T02:04:34.000Z,0,,,
This game is nothing like the advertisement! Also very difficult to figure out anything and story line is very boring!,1,106292810347026838766,Natalie Martin,https://play-lh.googleusercontent.com/a-/ACNPEu9CX6W36LwZrFbdqUaTft0Gj_AiQQT7_OpBu_L-ag,1.7.0,1663695619,2022-09-20T17:40:19.000Z,0,,,
"Excellent game!!! Love, love, love this game!!!",5,110950810901727136267,Rita Mosby,https://play-lh.googleusercontent.com/a/ALm5wu22oczn4yYTXS0c4nv5Vr60tI9lUSycofTQZo9z=mo,1.7.0,1663719903,2022-09-21T00:25:03.000Z,0,,,
Honestly this game is super bad It never let me log in It's a very bad game so that's why I give it one star and the settings are very cringy! That's all I got to say!!,1,111558272930526363675,Stacey Failla,https://play-lh.googleusercontent.com/a-/ACNPEu9B0YPGZW2YIugxeEcwq0H08nNtZJsjsuN5bl6ylJI,1.7.0,1663707108,2022-09-20T20:51:48.000Z,0,,,
Make me do things I don't know how to do,1,110119881315449623962,Kayliana,https://play-lh.googleusercontent.com/a/ALm5wu2AbPluIFaWOQ2pdrlhbErYurzlgKUUSmP4n6WQ=mo,1.7.0,1663711339,2022-09-20T22:02:19.000Z,0,,,
Fun and Addictive and a great way to relax after a long day,5,118182956743280407692,Amy Vogel,https://play-lh.googleusercontent.com/a-/ACNPEu_0STHzvYRYjcH-cw-jhyvbpVGVhuIhP8CssDK50y0,1.7.0,1663701359,2022-09-20T19:15:59.000Z,0,,,
I love this game so much you should try it,5,115705795496298385935,Lorna Burkhead,https://play-lh.googleusercontent.com/a/ALm5wu3ENoqzp2lLXm0Unrd9OYp0ryoxjxFk1ltrGoZd=mo,1.7.0,1663701718,2022-09-20T19:21:58.000Z,0,,,
I dont like that it is not what it is on adds its a scam if you want people to keep downloading your thing make it the same as you ads,1,103056661209221973105,Almamia Alonso,https://play-lh.googleusercontent.com/a/ALm5wu2wX8BNK-5xW366avWyRuNRzjllZ2SbFAhHjDui=mo,1.7.0,1663712570,2022-09-20T22:22:50.000Z,0,,,
the is tricky you in to thinking that this game is fun it is not.,1,115047958586162556685,Byanca powell,https://play-lh.googleusercontent.com/a/ALm5wu3JVo72o2yPX35-Y0zwdglrPS5iCROXCcGOAofp=mo,1.7.0,1663703397,2022-09-20T19:49:57.000Z,0,,,
Horrible .,1,106728458614997136018,Dashanti Johnson,https://play-lh.googleusercontent.com/a-/ACNPEu-ybIAPXxd5K0l0Jdg8TZfu3pSpXPa67vR2pta8,1.7.0,1663707463,2022-09-20T20:57:43.000Z,0,,,
I hate it,1,100342262324582327830,Theo Morris,https://play-lh.googleusercontent.com/a/ALm5wu2DGI2DJc2FDIlAvvPTLAoLfc6sEe_fG40TimLA=mo,1.7.0,1663671960,2022-09-20T11:06:00.000Z,0,,,
Not good,1,108533429861256929678,Melissa Oneill,https://play-lh.googleusercontent.com/a/ALm5wu3stYn7DoXUB13WV5sXMxzfM3wlMTtAastl3HlC=mo,1.7.0,1663624301,2022-09-19T21:51:41.000Z,0,Please let us know what you did not like about this game. We would like to improve the game for you. Please write to us at nonogram@minijoy.work.,1663628694.0,2022-09-19T23:04:54.000Z
I Like It,5,112939246633244662156,Esther Hammer,https://play-lh.googleusercontent.com/a-/ACNPEu8rUwlhBdrrC6G_dtfvCFURN1yMdNHJ9_bWBE3kLZM,1.7.0,1663694705,2022-09-20T17:25:05.000Z,0,,,
fun,5,108151017302305665992,Tamara Rousseau,https://play-lh.googleusercontent.com/a/ALm5wu0M7uskKqG-WgWXRHOT6LbjiENa297Vf_583xbpPg=mo,1.7.0,1663623945,2022-09-19T21:45:45.000Z,0,Thank you for your feedback! Feel free to let us know what you'd like to see in the game!,1663628690.0,2022-09-19T23:04:50.000Z
cool,5,115738786646320199262,David Busby,https://play-lh.googleusercontent.com/a-/ACNPEu9o3xuEFpDEtB2CZJZZWWW3XrsJeEb2hOlEpNbcGQ,1.7.0,1663611795,2022-09-19T18:23:15.000Z,0,,,
GESESE,3,106157523168082909842,Erin Underwood,https://play-lh.googleusercontent.com/a-/ACNPEu-t5deTRU3SbtlMKbcOR9lz39b7sV76zdaVKf4RGg,1.7.0,1663664194,2022-09-20T08:56:34.000Z,0,,,
🤬,1,107036921907239052934,Sheila Ramirez,https://play-lh.googleusercontent.com/a-/ACNPEu9UjJLeEyCEQLHGEJgRKb8qCfSyaHPvWDhyFtfV,1.7.0,1663653414,2022-09-20T05:56:54.000Z,0,,,
You can also use this to bring your song to your friends with the best you power of women,5,112723137640072509373,Manny Nelson,https://play-lh.googleusercontent.com/a/ALm5wu37VE7oXrIaWOspQCX_464f26-ZKk3mCtK5iriZ=mo,1.6.0,1663719159,2022-09-21T00:12:39.000Z,0,,,
fun game,5,108012687748025869756,Dawn Stevens,https://play-lh.googleusercontent.com/a/ALm5wu3TZwaZNJPM4mYj8wOm33vyeBL6FS5A79Z7x-zm=mo,1.6.0,1663001915,2022-09-12T16:58:35.000Z,6,Thank you for your feedback! Feel free to let us know what you'd like to see in the game!,1663041949.0,2022-09-13T04:05:49.000Z
Great 👍😃,5,104418939507984632126,Tiffney Gordon,https://play-lh.googleusercontent.com/a/ALm5wu2HoBnSvVbMAQ2OKdsytmQORkaEXpwqA4yiRtxD=mo,1.6.0,1663645066,2022-09-20T03:37:46.000Z,0,,,
Nice one,5,104267280129658474370,Luny Jeudy,https://play-lh.googleusercontent.com/a-/ACNPEu-KtgBeKFUDBJFgtNMYJFCiC7sWKpYkRdFEhFNOqw,1.6.0,1663607329,2022-09-19T17:08:49.000Z,0,,,
fun game,5,103400514937189762557,Coral B,https://play-lh.googleusercontent.com/a-/ACNPEu8wJ98lP_TaMKI1QeJSMjHYQKqgRg4a3QlcASmOOA,1.6.0,1663586466,2022-09-19T11:21:06.000Z,0,,,
nice app,5,116509322388718173956,Faria Yasmin,https://play-lh.googleusercontent.com/a-/ACNPEu-7ZM-3JsqJJlShl7qbEd9-Fh76zhkA611IAdGY,1.6.0,1662978850,2022-09-12T10:34:10.000Z,1,Thank you for your support,1662982599.0,2022-09-12T11:36:39.000Z
🚮,1,105307894678755403101,Terrence M McGee Jr,https://play-lh.googleusercontent.com/a-/ACNPEu8rf5qrRF-PKuaLXBQaoeAGKjGGNZ0Jt_OFhAzHMA,1.6.0,1663349767,2022-09-16T17:36:07.000Z,7,,,
ight,5,107991154534684893406,Domonick Martinez,https://play-lh.googleusercontent.com/a/ALm5wu09-9_fHxCDnPm6ANGyOAWeY1lCVzsdGF-rKZ8=mo,1.6.0,1663175808,2022-09-14T17:16:48.000Z,1,Thank you for your feedback! Feel free to let us know what you'd like to see in the game!,1663205844.0,2022-09-15T01:37:24.000Z
"This game is teally sucky, i keep earning tokens yet it still wants me to pay actual money. I recommend tou don't get this game, it's not worth it.",1,117260115506529639409,Gracie Peterson,https://play-lh.googleusercontent.com/a-/ACNPEu8P9U_5qVEfsYAR_PbaM82NIWryKOGq6xiK6qUq,,1663722463,2022-09-21T01:07:43.000Z,0,,,
"Seriously. I will not be downloading anything from this company ever again. I do not support NFTs. The game is laggy, and the graphics don't always load properly. Will not be downloading for these guys again.",1,113396993075850528770,MC (Mackie),https://play-lh.googleusercontent.com/a-/ACNPEu_Z8nW8PB0MXVRbxw4y9tK8pf4nvVEt1m63IEdkpA,,1663704593,2022-09-20T20:09:53.000Z,0,,,
Ya don't get this it kept crashing it won't even like let me play at all try making account for so I can play but it kept taking me back to Google I wouldn't recommend playing this game,1,102234684438817386118,Kerdabra Gaming,https://play-lh.googleusercontent.com/a-/ACNPEu9ZbsxgAPgQRvsYZDPTe8-He4_TKghjelVr6HQ-MA,,1663695344,2022-09-20T17:35:44.000Z,0,,,
